text,emotion
"@PLPermRepEU We have sold our souls by not intervening in Ukraine to physically stop Russia. Putin is using that to buy time.  End it now. Send in the military 
@UN @NATO
#NoFlyZoneOverUkraine
#PutinWarCriminal
#UkraineRussianWar
#UkraineUnderAttack",anger
I’ve seen enough. It’s time to invade #Russia while we still can. @Mike_Palicz was right,anger
"Spoke to Stranded Indian studnts in Sumy state #Ukraine.Huge explosion near studnts hostel, Everyone is frightened, anxious. No availability of Light. Studnts took ice frm outside hostel &amp; now melting it for drinking, as there is no water available.@Nidhi @_sayema @alishan_jafri https://t.co/XLzZNLVnCB",sadness
"Tomorrow, for the second time in my life, I will put on a Navy uniform during a Russian invasion of the sovereign nation of #Ukraine.

In 2014, we checked Russia in the Eastern Mediterranean.

Now, as a Reservist, I am proud to continue to have our allies’ backs &amp; oppose tyrants.",optimism
"❗️#Ukrainian authorities published a list of #Belarusian pilots who participated in attacks on #Ukraine

 Combat sorties were carried out from the #Lida military airfield, their purpose was to strike at the civilian population and infrastructure of Ukraine",anger
"BREAKING
Thousands of #Georgians are watching #Volodymyr #Zelensky's latest speech.

""Come out to the streets and support #Ukraine,"" he said. ""If Ukraine falls, the whole of #Europe falls too"".

#StandWithUkraine️ #StopPutinNOW https://t.co/jMambVNxvE",optimism
Polish border with Ukraine.  This is the best of humanity.  People driving from all over Europe to offer refugees a lift and a room.  @itvnews #ukraine https://t.co/F5OWrNLFTI,optimism
"This is #Ukraine after the Russian attacks.
Wherever Russia goes, it only brings death and fire.
I've seen this in Syria before, and now this is what Ukraine looks like. https://t.co/EtgOSw9wY6",anger
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",sadness
"@IAPonomarenko We are simply in awe of you brave #Ukrainians defending your freedom✊️#PutinsWar #WarInEurope #UkraineSrrong 
#SlavaUkraini 
#StandWithUkraine️🇺🇦 https://t.co/1vjYzlwOxJ",optimism
"#UkraineRussianWar , Other side of the picture https://t.co/ov02A6ona2",anger
I hate loopholes!  This stuff makes me crazy and #putin is a coward for doing this to Ukrainians. https://t.co/YEhNy6H6Mk,anger
"The U.S. is considering to cut off all imports of Russian oil.

Raise your hand 🤚if you wouldn’t mind paying a bit more for gas to save Ukraine and the rest of Europe.
#StandWithUkraine️ #StopPutin",anger
"Day 9: The fight rages closer. Sounds of gunfire &amp; bombs intensifies through the smoke-filled sky. The men say goodbye to their families. Soldiers with weapons drawn rush to get women and children to board a train to evacuate out of #Irpin, #Ukraine. 

https://t.co/dbd1rT9MSn https://t.co/o34E0cnwmb",anger
"#freespeech
#Russia 
NYTimes https://t.co/fDAMo7wLJF",joy
"@Generalkomzy OK. 1, Why are you scared to live next to a EU member? 
EU has brought peace and prosperity to those countries that are members.
How would #Ukraine's peace and better trading with the EU upset #Russia",anger
Russia is bombing #Ukraine–we need strong US leadership to unify allies &amp; protect us in this crisis. So why is the GOP trying to divide us by blaming everyone but Putin? Let's stand together for President Biden and protect the US &amp; the Ukrainian people!   #TruthBrigade https://t.co/HJukoD8PQS,anger
How Ukrainian troops train. #UkraineRussianWar https://t.co/Uq3ShQJgsD,anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Sumy #Mariupol *Verified* So many interesting articles I’m finding tonight. This one is on Russian exports https://t.co/euq1OXPMj0,joy
"#Ukraine: During night fighting this evening, Ukrainian Forces captured another T-80BV from Russian Forces in the vicinity of #Kharkiv. https://t.co/gjGvWmivzl",anger
School strike week 185. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/a0EVWg68eJ,anger
"#DIY: This is how you do it. Syrian Revolutionary throws hand grenade inside #Russian tank barrel.

cc. #Ukriane https://t.co/e7gXS0Vq6S",anger
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"#Ukraine: Today an Mi-8 from the Russian Air Force was claimed to be shot down over Volnovakha, apparently searching for the previously shot down Su-25 pilot. Whilst we cannot confirm this, it is possible a MANPADS was used. https://t.co/lJcLGZE39P",sadness
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",optimism
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
"I want to remind you that Putin said publicly: his main goal is, literally, the ‘final solution to the Ukrainian question’.  That's what Hitler said about Jewish people to excuse genocide. 
Hello world, don't let Putin destroy #Ukraine. We, 42 million people, count on you.",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"This, @seanspicer, is what a crowd looks like.

#StandWithUkraine️ #StopPutin https://t.co/hB6cATB8WH",optimism
"🧵Thread 1/ OK, so we need to talk about Kevin (well, Steve Kevin)! Stand aside #TinderSwindler, meet the pro-Putin #TwitterSwindler. This is a thread about the wild crossover of romance scams &amp; pro-Kremlin soc media propaganda

First up, meet Steve Kevin PhD
#UkraineRussianWar https://t.co/geFl2Z8EkF",joy
This is Prague. 80K strong protest.#SupportUkraine in action by ordinary people. #Ukraine expects a different kind of #StandWithUkraine from world leaders though https://t.co/qr8WHgzUUd,optimism
#Belgrade (Serbia) is the only city in the world where mass rallies in support of #Russia take place https://t.co/oNB6H1Y1ue,joy
"@srodan @ZelenskyyUa A powerful speech in which Zelenskyy asked Europeans to support #Ukraine’s freedom…
“If Ukraine will not stand, Europe will not stand. If we will fall, you will fall. So, please do not be silent.” 👇 https://t.co/P5lhpch3jZ",optimism
"🤝 Kering Group, which owns luxury brands Gucci, Balenciaga and Yves Saint Laurent, has announced the closure of its stores in Russia due to the war in Ukraine.

#StandWithUkraine #StopPutin #StopRussia",sadness
Daddy is staying to fight. #Ukraine. https://t.co/lOcmFdgfrc,anger
"Rev. Sharpton is clueless !
RT @anders_aslund A strong Ukrainian chorus has arisen:  We are dying for Europe, democracy &amp; freedom but you lousy West are afraid of provoking #Putin The Ukrainians are right. The West must get serious.
https://t.co/6gcv0KnS5P https://t.co/qSDSLwk50S",anger
"❗️#Ukrainian authorities published a list of #Belarusian pilots who participated in attacks on #Ukraine

 Combat sorties were carried out from the #Lida military airfield, their purpose was to strike at the civilian population and infrastructure of Ukraine",anger
"❗️#Ukraine asks #Germany for supply of heavy weapons. According to AFP, this includes tanks, submarines and combat helicopters. A spokesman for the #German Ministry of Defense said that a number of supplies were ready for shipment, but did not specify which ones.",anger
Stop blaming #Russians . Many of them are against war. It's Putin’s war and who's attacking #Ukraine not Russian people. They're protesting. #RussianUkrainianWar #PutinWarCriminal #Zelensky #StandingWithUkraine #PutinWarCriminal https://t.co/5Cpj9nCj5d,anger
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
Some 80% of Americans - including solid majorities of Republicans and Democrats - said the United States should stop buying Russian oil.  74% of Americans said the United States and ⁦@NATO⁩ should impose a no-fly zone in Ukraine. #StandwithUkraine  https://t.co/OQTCWCxcQ1,anger
@Ukraine @CocaCola @pepsi #Ukaine is the sugar to @pepsi and #Russia is the salt to @CocaCola! Which taste better?,joy
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
CBC News joins BBC in temporarily suspending reporting from our Moscow bureau - concerned about new law restricting reporting. @cbcnews #Russia https://t.co/lGYQ4HM5La,sadness
"Trump attempts to re-write history by claiming He's the Savior of NATO.
In reality ( like in real life)
Trump repeatedly tried to exit NATO &amp;  is expected to do just that if reelected.
#StandWithUkraine
#PutinsPuppet
#FreshResists
https://t.co/gK1cBXO3Sj",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
Johnson is a LIAR. Don’t vote for him or his Tory MPs. They are all complicit with Russian interference. Their reaction to #Ukraine invasion has been so poor that in truth they are all traitors to UK and it’s peoples. They haven’t even returned the Brexit and party bribes. https://t.co/a9apK7Kr2d,anger
"#Ukraine requests the @ICRC @PMaurerICRC to urgently assist in creating humanitarian corridors. Due to constant shelling by Russian troops, a number of 🇺🇦 towns and villages are on the verge of a humanitarian catastrophe. Thousands of people are in urgent need of evacuation https://t.co/hDTKsHEItN",sadness
"@gamb10r @IAPonomarenko Kill the killers, remember.
🇺🇦🇪🇦
#StandWithUkraine 
#StopWar",anger
"Friends from all over the world, we see you and your support. You are awesome! Keep on helping! #WeAreAllUkrainians #StandTogether #United #Support #StayWithUkraine #StopTheWar #Ukraine https://t.co/HKi1cBhBpr",optimism
"🧵Many in #Ukraine are calling for a no fly zone. Previously, I've viewed this as risking nuclear war. Now, I think it would make sense to use NATO troops to secure the Western half of Ukraine and establish a no-fly zone there.",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"❗️#Ukraine asks #Germany for supply of heavy weapons. According to AFP, this includes tanks, submarines and combat helicopters. A spokesman for the #German Ministry of Defense said that a number of supplies were ready for shipment, but did not specify which ones.",anger
"A windy freeze sends a shiver. The ground shakes. Artillery shells land in the vicinity. People rush into the shelter. Sound of a passing tank could be heard. Gasp. Cell signal drops. A convoy of getaway cars are supposed to arrive. Some pray. #Ukraine 

https://t.co/Ck8f8TSU2W https://t.co/wJRkIYBBRP",sadness
"The #NATOMC welcomed #NATO Partner MilReps, 🇸🇪 Rear Admiral Nykvist &amp; 🇫🇮 Major General Heiskanen at our table during situational updates on #Ukraine. This is a crucial exchange of information that benefits all sides. https://t.co/28YkZfvXIT",optimism
"""Let's give Graham the benefit of the doubt, and somehow Trump &amp; the GOP would be tougher. What would they do differently? Would they engage in a direct war with Russia? A nuclear power? Is that a smart idea?"" 
@AnaKasparian on @LindseyGrahamSC calling for #Putin's assassination. https://t.co/1aBJGtedlx",anger
